[0.01380202],[0.00131083],[0.03901141],[0.05573519],[0.00371646],[0.0018859],[2.7515473e-05],[0.97863921],[0.00421687],[0.02189379]
[0.00039219],[0.95771364],[0.0551244],[0.02699716],[0.00240104],[0.00380144],[0.02461022],[0.00980147],[0.0143648],[0.00186836]
[0.9850077],[0.00015294],[0.01310452],[0.00151402],[0.00032381],[0.03606513],[0.00572843],[0.05692448],[0.00107075],[0.00036857]
[0.00078584],[0.01906488],[0.00721361],[7.80385233e-05],[0.94331144],[0.00488636],[0.02871666],[0.06086711],[0.0053389],[0.03302161]
[0.05066325],[0.00143888],[0.00466184],[0.4162546],[0.00798375],[0.94844944],[0.00198189],[0.00098686],[0.00158719],[0.00086526]
[0.01432572],[0.00558405],[0.00191745],[0.88930041],[0.00292748],[0.19351122],[0.00150198],[0.00228314],[0.01675313],[0.00278957]
[0.0007375],[0.00167579],[5.95239307e-05],[0.0176451],[0.05656896],[0.01576776],[0.0039581],[0.03089435],[0.01578761],[0.86969314]
[0.00047375],[0.00173611],[0.00657833],[0.00018377],[0.84846099],[0.00290109],[0.00805751],[0.07363802],[0.01389916],[0.32677107]
[0.03368872],[0.00040117],[0.87145709],[0.00655088],[0.00103914],[0.00434048],[0.00213536],[0.00174963],[0.10980497],[0.01566828]
[0.86055856],[0.00033697],[0.00073621],[0.00086124],[0.00021461],[0.06982186],[0.00261131],[0.32093505],[0.00531463],[0.00057998]
[0.07578722],[0.00040254],[0.00095088],[0.01709232],[0.01639171],[0.96358961],[0.00164439],[0.00121004],[0.03961667],[0.00589774]
[0.98534812],[7.66169389e-05],[0.03573124],[0.00139628],[0.00032545],[0.0324689],[0.00588443],[0.01641175],[0.00276704],[0.00023698]
[0.0001426],[0.94461781],[0.02912977],[0.03839721],[0.00147553],[0.00179874],[0.03233828],[0.01935768],[0.01353038],[0.00725121]
[0.01078439],[0.01591892],[0.00850669],[0.98763755],[0.00083268],[0.00831988],[0.00031374],[0.00847319],[0.00338533],[0.00044718]
[0.00110297],[0.00744232],[0.9947756],[0.02345836],[0.00140615],[0.00285773],[0.01129224],[0.00194883],[0.04312192],[0.00056931]
[0.00042729],[0.00103811],[0.00126257],[0.00063003],[0.04459528],[0.00216334],[0.00568556],[0.18640244],[0.01089117],[0.92560903]
[0.00499175],[0.10109753],[0.05707579],[0.01974902],[0.00110815],[0.02878161],[0.05118993],[0.00249897],[0.27066583],[0.00502476]
[0.01628759],[0.00070699],[0.15966972],[0.00021355],[0.02094078],[0.003052],[0.91543016],[0.00661088],[0.00227703],[0.00417004]
[0.972145],[0.0001873],[0.01053594],[0.0010129],[0.00029211],[0.09625893],[0.00412905],[0.07190155],[0.004825],[7.46519184e-05]
[0.000197],[0.90963893],[0.04787056],[0.02210192],[0.00463067],[0.00134963],[0.00324038],[0.13207986],[0.0111882],[0.00232668]
[0.00019982],[0.96763672],[0.04850899],[0.01979513],[0.00280942],[0.00145088],[0.01886429],[0.02718758],[0.02292173],[0.00161375]
[0.00334241],[0.00265296],[0.00244566],[0.01361134],[0.00376685],[0.26040423],[0.00169484],[0.01073603],[0.66041157],[0.05539117]
[0.99224034],[8.57677733e-05],[0.00786145],[0.00899187],[0.00070419],[0.02878275],[0.00510425],[0.00802986],[0.00241004],[0.00061943]
[0.00442808],[0.00085026],[0.01450112],[0.00019015],[0.93859154],[0.00199087],[0.0252735],[0.04714858],[0.00693973],[0.00579294]
[0.02835015],[0.00104449],[0.00370476],[0.03274638],[0.00189519],[0.00397101],[7.64856618e-05],[0.99550165],[0.00456248],[0.01260048]
[0.02264286],[0.00105729],[0.00474991],[0.01965213],[0.00077635],[0.00807746],[8.80424239e-05],[0.98643006],[0.0091025],[0.05785079]
[0.01555535],[0.0006224],[0.12058873],[3.19483177e-05],[0.01012719],[0.00229102],[0.96664317],[0.00096917],[0.00258174],[0.01854995]
[0.01785364],[0.005712],[0.09519738],[0.91717745],[0.00043616],[0.02665354],[0.00057699],[0.003705],[0.00543036],[0.00117467]
[0.1034494],[0.00060995],[0.45235223],[0.00010443],[0.0029226],[0.00661088],[0.53833082],[0.00078463],[0.03620491],[0.00304599]
[0.98376865],[9.41600925e-05],[0.00515538],[0.00052122],[0.00032228],[0.07280509],[0.00769531],[0.04140607],[0.00552924],[0.00036951]
[0.00095066],[0.02960176],[0.05519925],[0.01256616],[0.00042663],[0.00107829],[8.97043426e-05],[0.94445396],[0.00566346],[0.04740589]
[0.00443666],[0.01914452],[0.0119613],[0.99031219],[0.00058442],[0.00358965],[0.00016763],[0.00955506],[0.00892438],[0.00340357]
[0.11278256],[0.00065595],[0.00023021],[0.00799452],[0.00640868],[0.8633584],[0.07770425],[8.43959107e-05],[0.16979036],[0.01975917]
[0.00248984],[0.00062564],[0.00394619],[8.37183997e-05],[0.98704671],[0.00264617],[0.03997087],[0.01403954],[0.00522413],[0.01785755]
[0.00090133],[0.01942504],[0.99449176],[0.01982323],[0.00241586],[0.00321373],[0.02361598],[0.00141647],[0.04262401],[0.00064342]
[0.00385638],[0.0007212],[0.00969204],[6.19144845e-05],[0.97998154],[0.00464538],[0.03404207],[0.02769991],[0.00660489],[0.00822314]
[0.00016366],[0.96390386],[0.0627982],[0.01477413],[0.00466248],[0.00194058],[0.01034271],[0.07276176],[0.00849321],[0.00128209]
[0.0015785],[0.02868803],[0.0060955],[0.05938494],[0.0005803],[0.10357123],[0.00043225],[0.03663459],[0.7568902],[0.01337893]
[0.01842346],[0.02016512],[0.00281262],[0.96623554],[0.00031982],[0.05346079],[0.00069775],[0.00996043],[0.00154767],[0.00055393]
[0.12657957],[0.00051238],[0.0005394],[0.00065909],[0.01417958],[0.74470543],[0.06965738],[0.00038943],[0.01518516],[0.01297145]
[0.02670906],[0.00108154],[0.04343031],[2.51233617e-05],[0.0156472],[0.0122859],[0.96886461],[0.00211005],[0.0005401],[0.01323016]
[0.01799659],[0.00109611],[0.00742338],[0.01322788],[0.0012236],[0.00366826],[9.06636494e-05],[0.98975645],[0.00633428],[0.05966935]
[0.96659067],[8.78080832e-05],[0.0025349],[0.00272267],[0.00156276],[0.11375713],[0.02173315],[0.00356443],[0.00729345],[0.00128375]
[0.01647247],[0.00144732],[0.08408788],[3.57592894e-05],[0.00794019],[0.01480627],[0.97209535],[0.00105122],[0.00054473],[0.0097526]
[0.01306888],[0.00124916],[0.01398861],[0.04938178],[0.00170079],[0.00400588],[5.06113409e-05],[0.98822843],[0.004375],[0.0390801]
[0.00023384],[0.9614286],[0.05057681],[0.02477205],[0.00289517],[0.00246303],[0.02367524],[0.00863481],[0.02202624],[0.00229191]
[0.00739315],[0.00078832],[0.98173529],[0.03082705],[0.00040102],[0.00509535],[0.00505306],[0.00197726],[0.03152711],[0.00171081]
[0.08413614],[0.00045085],[0.00035528],[0.00787275],[0.00237486],[0.96397872],[0.02257515],[0.00020929],[0.13561263],[0.00371103]
[0.00467688],[0.01860844],[0.01998361],[0.06265623],[0.00055054],[0.06756526],[0.00020447],[0.01291789],[0.96631128],[0.00167763]
[0.00012006],[0.96503677],[0.03099107],[0.04079911],[0.0044089],[0.00196831],[0.00449985],[0.06598286],[0.01887514],[0.00193571]
[0.00062909],[0.00099087],[0.00103492],[0.00024798],[0.09355197],[0.00113147],[0.01131635],[0.01895138],[0.01972265],[0.95411343]
[0.0067273],[0.0123101],[0.0485606],[0.97389563],[0.00147197],[0.00568725],[0.00046304],[0.00235855],[0.026302],[0.00173153]
[0.00158402],[0.01456769],[0.006193],[0.20676425],[0.00082659],[0.05978301],[3.33803776e-05],[0.18062331],[0.83936312],[0.00726502]
[0.00587141],[0.00601404],[0.97438412],[0.13435202],[0.00182707],[0.00804141],[0.01265432],[0.00073806],[0.06478004],[0.00031892]
[0.00117463],[0.00416626],[0.01615986],[0.12324321],[0.00143292],[0.02650016],[3.40545965e-05],[0.19335025],[0.4591522],[0.04205878]
[0.00177392],[0.02300796],[0.02228449],[0.00502493],[0.00081116],[0.00231478],[6.97041821e-05],[0.94271242],[0.01619421],[0.02514716]
[0.01583594],[0.00092292],[0.34367757],[3.33579271e-05],[0.01908469],[0.00142049],[0.87210126],[0.00120016],[0.00515507],[0.02009695]
[0.00375557],[0.00311837],[0.03495299],[0.0242562],[0.00353639],[0.00102511],[1.6275386e-05],[0.99068293],[0.00934118],[0.01901486]
[0.0001376],[0.92384607],[0.03744632],[0.01964633],[0.01024102],[0.00287614],[0.00200139],[0.15129529],[0.01781518],[0.00127065]
[0.00117865],[0.02023241],[0.00225866],[0.00015649],[0.9747756],[0.00602922],[0.02947833],[0.04503863],[0.00369051],[0.00723375]
[0.01906759],[0.00098892],[0.17148809],[2.5093105e-05],[0.00481518],[0.00542751],[0.94198609],[0.00069683],[0.00250166],[0.01357698]
[0.00150956],[0.00995453],[0.99341594],[0.02195398],[0.00624343],[0.00358966],[0.00728538],[0.00105615],[0.05782139],[0.00048306]
[0.00498791],[0.00044356],[0.00092187],[0.00658706],[0.02226353],[0.00058998],[0.00173115],[0.35473883],[0.00802643],[0.87887343]
[0.04473038],[0.00679422],[0.01875681],[0.96472876],[0.00146487],[0.00934496],[0.00061736],[0.00481296],[0.00370237],[0.00016628]
[0.92063597],[2.33847983e-05],[0.04135483],[0.00117832],[0.00067572],[0.02382568],[0.0101663],[0.00657486],[0.02446787],[0.00138309]
[3.75444582e-05],[0.9577402],[0.02255377],[0.07769501],[0.00052364],[0.02455401],[0.02640487],[0.01486636],[0.01562081],[0.02631859]
[0.00328331],[0.02664802],[0.89418934],[0.06287127],[0.00026398],[0.02491226],[0.15588673],[0.00046763],[0.00940601],[0.0015471]
[0.01210349],[0.00716533],[0.00709626],[0.97847427],[0.00086282],[0.02167588],[0.00095645],[0.00733936],[0.00178003],[0.0006611]
[0.0003925],[0.00197329],[0.0047754],[0.00195322],[0.96155489],[0.0117805],[0.03114491],[0.01129158],[0.00463777],[0.04917247]
[0.04938571],[0.00043037],[0.00212469],[0.03893913],[0.00607526],[0.87089509],[0.013495],[0.00028299],[0.12733154],[0.0007283]
[0.00153512],[0.00197012],[0.07528537],[0.00014028],[0.05106999],[0.0168179],[0.97493858],[0.0015032],[0.00554852],[0.01703007]
[0.00672037],[0.00076896],[0.00117505],[0.01515186],[0.00223637],[0.00705955],[0.00018017],[0.93392446],[0.01038395],[0.30260811]
[0.97588447],[3.16101438e-05],[0.03094731],[0.00130045],[0.00083141],[0.01652064],[0.00552837],[0.00684304],[0.00560391],[0.00077295]
[4.98544647e-05],[0.8325165],[0.03554417],[0.16791044],[0.00074834],[0.01107676],[0.00911569],[0.0459092],[0.01148268],[0.06094298]
[0.0008055],[0.01793961],[0.98981305],[0.04110241],[0.00083262],[0.00284708],[0.02502181],[0.00172294],[0.02553857],[0.0006936]
[0.03780355],[0.0016518],[0.02580548],[0.90982422],[0.00025981],[0.01617279],[0.00103554],[0.02023468],[0.00097854],[0.00025834]
[0.00022561],[0.00441235],[0.00157541],[0.00561677],[0.95172789],[0.00959846],[0.01062999],[0.02188177],[0.00464986],[0.08039836]
[0.01484398],[0.0012232],[0.01600519],[0.04467787],[0.00725756],[0.77227242],[0.01885333],[0.00050487],[0.02164682],[0.00012647]
[0.83365666],[1.74525142e-05],[0.01948883],[0.00314335],[0.00178958],[0.04129916],[0.01574215],[0.00461861],[0.04878186],[0.00197093]
[3.18238383e-05],[0.90918238],[0.02934911],[0.11672562],[0.00061693],[0.01599253],[0.02115553],[0.01579172],[0.01950847],[0.04396981]
[0.00532759],[0.00791852],[0.92992978],[0.05672849],[0.00032776],[0.01878287],[0.08749199],[0.00063675],[0.015113],[0.00065781]
[0.26128101],[0.0003094],[0.01052873],[0.13857408],[0.00590225],[0.03817761],[0.00095277],[0.00084015],[0.48451794],[0.0074283]
[4.77913734e-05],[0.00742282],[0.00258669],[0.01044802],[0.10597547],[0.01381779],[0.00324462],[0.21595876],[0.01440552],[0.27600059]
[3.29072689e-05],[0.93354269],[0.02505571],[0.10204662],[0.00084679],[0.00842269],[0.01593341],[0.0300257],[0.0151171],[0.04818531]
[0.00078847],[0.00111455],[0.0049552],[0.00056658],[0.33591319],[0.00479082],[0.05123795],[0.05111114],[0.01010118],[0.68831035]
[0.91588623],[1.84485945e-05],[0.0072052],[0.0187749],[0.00238002],[0.06704712],[0.00399358],[0.00253252],[0.07752384],[0.00385588]
[0.00378014],[0.00017599],[0.00551931],[0.00048954],[0.07294119],[0.00596635],[0.00402209],[0.15649685],[0.00926409],[0.86148544]
[0.16415758],[0.00093413],[0.00136368],[0.08094785],[0.00217438],[0.9378295],[0.00446026],[0.00046108],[0.08356821],[0.00131269]
[0.92102309],[1.75928881e-05],[0.01019313],[0.00144765],[0.00095363],[0.03285936],[0.01456044],[0.0032773],[0.10351098],[0.00290449]
[0.08185901],[0.00047896],[0.00407704],[0.11469197],[0.00548973],[0.07175514],[0.00121453],[0.00075878],[0.84500861],[0.0037111]
[0.9754287],[5.81730387e-05],[0.03587256],[0.00242529],[0.00137813],[0.03050182],[0.00823055],[0.00362915],[0.00332574],[0.00019452]
[0.00207293],[0.00153075],[0.00339442],[0.0135853],[0.0099744],[0.01248883],[0.0001515],[0.8287378],[0.01859754],[0.30850431]
[0.00546886],[0.00036914],[0.00116898],[0.00607833],[0.00396637],[0.01132067],[0.00037556],[0.75775524],[0.01995898],[0.51525918]
[3.54583328e-05],[0.95447794],[0.02676885],[0.06661236],[0.0008894],[0.00333344],[0.02925712],[0.02662498],[0.01729688],[0.0231784]
[3.70296352e-05],[0.89113202],[0.01563401],[0.12039809],[0.00121145],[0.00969856],[0.00679137],[0.07807244],[0.01796325],[0.05494781]
[0.01797833],[0.03325551],[0.67964866],[0.12861141],[0.00017955],[0.00393579],[0.00282025],[0.00718735],[0.18459429],[0.0002689]
[0.00100005],[0.00062821],[0.00336127],[0.00053487],[0.06818474],[0.00106391],[0.002905],[0.33631173],[0.00879168],[0.90379866]
[0.00513914],[0.00936427],[0.03316342],[0.96560673],[0.01018887],[0.00888655],[4.25849324e-05],[0.00953368],[0.03401258],[0.00203409]
[0.09193008],[6.52290563e-05],[0.20960363],[0.00023683],[0.00696386],[0.00463901],[0.73058902],[0.00534302],[0.00380189],[0.01149111]
[0.00966861],[0.00147181],[0.01049722],[0.02534664],[0.00142462],[0.00419037],[6.95064169e-05],[0.98959859],[0.0057201],[0.06005428]
[0.008901],[0.00513875],[0.92591233],[0.14239969],[0.00058455],[0.00170205],[0.00128444],[0.00387678],[0.12822781],[0.00016853]
[0.00346583],[0.0057046],[0.00340796],[0.97995435],[0.00468989],[0.0236273],[0.00016798],[0.01959072],[0.00669821],[0.00420057]
[0.01047786],[0.00122546],[0.0450326],[0.00444653],[0.00917733],[0.0219843],[0.02349135],[0.0002496],[0.88686067],[0.0140155]
[2.16354902e-05],[0.92524033],[0.02287606],[0.14554783],[0.00118869],[0.00392375],[0.01373505],[0.03384479],[0.02615695],[0.0442195]
[0.02466132],[0.00407172],[0.93501609],[0.13554278],[0.00035401],[0.04132748],[0.01055958],[0.00092417],[0.01466344],[0.00033043]
[0.00184186],[0.00114991],[0.00254529],[0.00011081],[0.11067656],[0.00055665],[0.00845513],[0.16460658],[0.01050017],[0.84469945]
[0.14839784],[0.00010743],[0.02106797],[0.0117878],[0.00704385],[0.04387868],[0.00878115],[0.00065974],[0.58475138],[0.00335884]
[0.04771622],[0.0003078],[0.01443624],[0.01360559],[0.01688146],[0.07871802],[0.00743121],[0.00026502],[0.88334597],[0.00468479]
[0.00722321],[0.00120888],[0.00518984],[0.02301335],[0.00176049],[0.00479165],[8.05790616e-05],[0.98094307],[0.0083917],[0.10090546]
[1.91418644e-05],[0.95772477],[0.01593499],[0.06555732],[0.00087274],[0.01557131],[0.03458364],[0.01927173],[0.02305221],[0.04124084]
[0.01075605],[0.00065722],[0.00316738],[0.02078615],[0.00205598],[0.00536867],[0.00012615],[0.96377465],[0.00501692],[0.15472039]
[2.71384754e-05],[0.88304672],[0.03919037],[0.15390629],[0.00138137],[0.00156025],[0.00943807],[0.06121198],[0.01424841],[0.04123765]
[1.74844312e-05],[0.95097659],[0.02248974],[0.09499282],[0.00075089],[0.01102187],[0.02733869],[0.02199238],[0.0241207],[0.04635463]
[0.96558346],[4.29923195e-05],[0.03904349],[0.00121079],[0.00078029],[0.01106598],[0.0038919],[0.00873123],[0.01551831],[0.00152201]
[0.01353475],[0.0085519],[0.00654569],[0.98078759],[0.00145125],[0.02664117],[0.00040567],[0.00373126],[0.00383242],[0.00049467]
[0.00761251],[0.00023115],[0.0025533],[5.05312657e-05],[0.6099525],[0.00152286],[0.0478459],[0.05010985],[0.00241527],[0.23056624]
[0.02535815],[0.00454992],[0.92169013],[0.18588682],[0.00036156],[0.01148013],[0.0043829],[0.00103057],[0.16539127],[0.00018831]
[0.03132124],[0.0001387],[0.35019411],[5.32241469e-05],[0.00966671],[0.00121078],[0.80768434],[0.00239483],[0.0112882],[0.01496938]
[0.00798981],[8.14131064e-05],[0.00319221],[0.00013171],[0.61431008],[0.00718057],[0.045762],[0.03014297],[0.00359137],[0.23613106]
[0.02647261],[9.74344985e-05],[0.00075279],[0.02176121],[0.0075477],[0.02167944],[0.00059959],[0.59610795],[0.01367616],[0.42102038]
[0.03890106],[8.76078758e-05],[0.00624974],[7.68047457e-05],[0.49888927],[0.00091033],[0.01433423],[0.06107118],[0.00216165],[0.11979912]
[0.02369988],[0.00278402],[0.55620908],[0.06032662],[0.00119541],[0.00697274],[0.00250706],[0.00054745],[0.84103288],[0.00205719]
[0.00362387],[0.00331922],[0.0165978],[0.04122235],[0.00150052],[0.00219023],[2.75560859e-05],[0.9873598],[0.00569671],[0.05503181]
[0.00102843],[0.02777359],[0.00050192],[5.47211446e-05],[0.48953636],[0.02825712],[0.2161842],[0.02572544],[0.00049284],[0.43191004]
[0.00013721],[0.00270088],[0.00161239],[0.00423829],[0.06900031],[0.00381791],[0.00153081],[0.04140561],[0.04720219],[0.89748254]
[4.86396656e-05],[0.94551306],[0.02491127],[0.02888385],[0.00057627],[0.02145576],[0.05611211],[0.01103722],[0.08451887],[0.02072099]
[0.91761901],[7.40527275e-06],[0.02615611],[0.00207004],[0.00333297],[0.00934558],[0.0143995],[0.01211454],[0.02046138],[0.00243605]
[0.00356213],[0.00286617],[0.09132275],[4.20493238e-05],[0.04636109],[0.00141945],[0.98971868],[0.00133609],[0.0065444],[0.0108498]
[0.46305621],[0.00015413],[0.013951],[0.13153882],[0.02108661],[0.12515235],[0.00040606],[0.00118127],[0.14239781],[0.00580442]
[0.03783483],[0.0008796],[0.0004846],[0.0254288],[0.00363456],[0.84802432],[0.12195949],[0.00021866],[0.00446924],[0.01144495]
[0.08375526],[0.00076761],[0.00035765],[0.01162348],[0.00639228],[0.89266614],[0.02201875],[9.82279787e-05],[0.4596889],[0.00409985]
[0.0392872],[0.00080541],[0.0056989],[0.0096994],[0.00236753],[0.70902578],[0.11212526],[0.00014459],[0.028664],[0.00210872]
[0.00573152],[0.00385476],[0.00052534],[0.78369732],[0.00048514],[0.4941369],[0.00190175],[0.00542872],[0.00631908],[0.00556429]
[0.03513789],[0.00102343],[0.00361316],[0.02773178],[0.00393497],[0.90888408],[0.02082713],[0.00019227],[0.05369978],[0.00047851]
[0.00077343],[0.00056892],[0.00255407],[0.00163395],[0.01858242],[0.00219562],[0.00134629],[0.11152701],[0.03898776],[0.94766132]
[0.00376701],[0.00320529],[0.02232459],[0.03491875],[0.00234332],[0.00147977],[2.35107122e-05],[0.9923453],[0.0050876],[0.03730905]
[0.00051075],[0.00993097],[0.00521808],[0.00022974],[0.46346765],[0.00428594],[0.08115799],[0.01788289],[0.01306145],[0.40058041]
[0.10165253],[0.00025287],[0.00311573],[0.02108718],[0.00710972],[0.17886925],[0.00584425],[0.0003425],[0.85571174],[0.00911549]
[0.0520592],[0.00030847],[0.00756335],[0.00291306],[0.0344338],[0.71792417],[0.00612826],[0.00037119],[0.26049849],[0.00390137]
[0.00128485],[0.00025947],[0.00248777],[0.00062776],[0.05265522],[0.00202167],[0.00402847],[0.12509644],[0.01380604],[0.95011164]
[0.00214682],[0.00226558],[0.11173432],[6.11515943e-05],[0.04557355],[0.00174321],[0.94166563],[0.0007349],[0.03755387],[0.02328089]
[0.00034896],[0.00068483],[0.00221636],[0.00137538],[0.04030383],[0.00231746],[0.00205531],[0.10492338],[0.02273533],[0.95377737]
[0.00345985],[0.01751983],[0.00045903],[0.89656407],[0.00100309],[0.20449977],[0.00010304],[0.09242699],[0.01515289],[0.0097696]
[0.98271546],[7.58781771e-05],[0.02026896],[0.00109605],[0.00060746],[0.03397452],[0.00185124],[0.0082713],[0.00989697],[0.0004513]
[0.00283866],[0.02248894],[0.00871336],[0.99247762],[0.00141171],[0.00773321],[0.00011796],[0.01206933],[0.00824316],[0.00224803]
[0.37176888],[0.00012934],[0.01150083],[0.13142238],[0.00302335],[0.05603333],[0.00248191],[0.00049716],[0.59818293],[0.01232571]
[0.00160256],[0.00061389],[0.00039859],[0.10496661],[0.02346337],[0.00860412],[0.00084732],[0.06970244],[0.04456948],[0.89805243]
[0.00023186],[0.87587233],[0.02922114],[0.00784546],[0.00034282],[0.02318746],[0.1916235],[0.00437938],[0.09442896],[0.01551951]
[0.00412375],[0.00578104],[0.04540542],[0.00412057],[0.00831126],[0.07585915],[0.00176246],[0.00093921],[0.97918112],[0.01060672]
[2.12359734e-05],[0.93778883],[0.0224815],[0.11644257],[0.00103454],[0.00317921],[0.02497864],[0.02741759],[0.02637651],[0.03743821]
[0.00341943],[0.00383086],[0.03097704],[9.43900814e-05],[0.01295762],[0.00550314],[0.98254183],[0.00031234],[0.02344563],[0.03718093]
[0.94619697],[1.91486035e-05],[0.03218262],[0.00069804],[0.00083156],[0.03230494],[0.02056052],[0.00382683],[0.01341424],[0.00114244]
[0.72946507],[7.42820526e-05],[0.04713948],[0.00026627],[0.00221761],[0.11708685],[0.08841102],[0.00067465],[0.02555626],[0.00056407]
[5.92862267e-05],[0.83019629],[0.00853264],[0.0089911],[0.00232544],[0.26144073],[0.02717153],[0.00529967],[0.22414573],[0.02078203]
[0.08362316],[0.00048818],[0.74917218],[0.01914479],[0.00110034],[0.08900023],[0.07150732],[0.00060866],[0.00434486],[0.00101885]
[0.02356981],[0.00478394],[0.00240855],[0.83847585],[0.0002307],[0.09909601],[0.00030993],[0.08186034],[0.01081077],[0.00116741]
[8.77988672e-05],[0.02444563],[0.00041165],[0.00673921],[0.66077438],[0.02581583],[0.06923514],[0.00217808],[0.01085568],[0.57854101]
[0.05396926],[0.00291534],[0.00263324],[0.07078019],[0.03284975],[0.98875095],[0.00014885],[0.01223389],[0.04793074],[0.00013945]
[0.00067704],[0.00758375],[0.07331724],[0.00020025],[0.27113661],[0.05836239],[0.95457062],[0.00125243],[0.00265702],[0.00253293]
[0.00110583],[0.00181612],[0.00053037],[0.03359288],[0.01366139],[0.03552673],[0.00074659],[0.44470276],[0.03574311],[0.70757864]
[0.00139145],[0.02319683],[0.00127257],[0.00050286],[0.59553566],[0.2504229],[0.16415184],[0.00046067],[0.41362947],[0.00454958]
[0.00022833],[0.00372276],[0.00032235],[0.03169706],[0.05470394],[0.00791445],[0.00178673],[0.09738707],[0.03613432],[0.88755828]
[0.84010903],[4.02470677e-05],[0.05925841],[0.00017602],[0.00119131],[0.02704877],[0.05609493],[0.00229584],[0.00578384],[0.00396967]
[3.3683545e-05],[0.87702412],[0.02458937],[0.15613755],[0.00058966],[0.00918352],[0.01281328],[0.03439509],[0.02002691],[0.05770772]
[0.05802112],[0.00037711],[0.81189237],[0.27338835],[0.00238545],[0.01844812],[0.01035685],[0.0009838],[0.00647967],[0.0004592]
[0.00303552],[0.00538122],[0.00179819],[0.98582008],[0.01350154],[0.03666645],[8.80307951e-05],[0.01904115],[0.00816571],[0.00396479]
[6.11668293e-05],[0.04652935],[0.00085791],[0.01515055],[0.793584],[0.02035311],[0.03858466],[0.00244933],[0.00963747],[0.34260635]
[0.01466288],[0.00685354],[0.00208587],[0.00304306],[0.00961198],[0.51060585],[0.03131396],[0.00730413],[0.05573408],[0.00084249]
[0.00159486],[0.00658919],[0.10308448],[5.92195099e-05],[0.078049],[0.00353047],[0.99214229],[0.00094038],[0.00472155],[0.0061095]
[0.01287694],[0.00022265],[0.00034446],[0.00573886],[0.00821472],[0.00904345],[0.00092672],[0.93403298],[0.00108807],[0.15993687]
[0.00050739],[0.29087711],[0.00615398],[0.00097727],[0.07121635],[0.16893562],[0.08364225],[0.00106493],[0.39269853],[0.00309318]
[0.00062852],[0.00119618],[0.00022694],[0.03370048],[0.03801142],[0.01116561],[0.00204912],[0.05401629],[0.02836083],[0.9335523]
[0.47941038],[4.75323151e-05],[0.00487467],[9.00233819e-06],[0.00358555],[0.14575086],[0.31456056],[0.00078235],[0.01628836],[0.00721347]
[1.78670371e-05],[0.94300872],[0.00942261],[0.03175247],[0.00094461],[0.06143498],[0.02449935],[0.01308213],[0.07984255],[0.05302798]
[0.02078524],[0.00133368],[0.79836705],[0.37157044],[0.0007499],[0.01701836],[0.01233819],[0.00057386],[0.11982164],[0.00064723]
[0.08198071],[0.00115032],[0.02621893],[0.87024036],[0.00207602],[0.03292088],[0.00039757],[0.00698966],[0.00462211],[0.00010502]
[3.48480414e-05],[0.12468952],[7.82573796e-05],[0.01528993],[0.21203116],[0.13581102],[0.03666242],[0.00543257],[0.0089926],[0.74082056]
[0.04705342],[0.00347934],[0.0021738],[0.00549554],[0.09617105],[0.91893867],[0.01447473],[0.0001033],[0.09000685],[0.00026316]
[0.00145247],[0.00025067],[0.07729421],[0.00046046],[0.51852964],[0.05030549],[0.79466626],[0.00899926],[0.00271062],[0.02255749]
[0.01104886],[8.55456436e-05],[0.00017074],[0.0027963],[0.03404193],[0.01551544],[0.00517061],[0.12958803],[0.00101965],[0.73088733]
[0.00029179],[0.03123969],[0.00880267],[0.00692759],[0.42534768],[0.36893941],[0.00390569],[0.00293944],[0.34247615],[0.00216463]
[0.00012346],[0.01054059],[0.00037576],[0.03155466],[0.16315331],[0.01430061],[0.00284132],[0.02895373],[0.0265898],[0.89679184]
[0.46063219],[0.00042824],[0.01184939],[0.23157857],[6.6753419e-05],[0.03113789],[0.00030417],[0.07363918],[0.04526009],[0.00044748]
[0.07833399],[0.00093129],[0.00138162],[0.15030539],[0.00785644],[0.98071138],[0.00080305],[0.00131166],[0.03453317],[0.00072692]
[0.03514958],[0.00386773],[0.00783633],[0.95788615],[0.0003935],[0.07799953],[0.00061156],[0.00547386],[0.0016636],[0.00042488]
[0.01448832],[0.00599663],[0.83263991],[0.24645451],[0.00142179],[0.01832211],[0.01972583],[0.000545],[0.13404825],[0.00029698]
[8.28213663e-05],[0.01019461],[0.00121697],[0.05707933],[0.09738079],[0.01170673],[0.00216983],[0.00958545],[0.04319493],[0.81290795]
[0.13275753],[0.00184848],[0.00883661],[0.86177292],[0.00012057],[0.06351939],[0.00068731],[0.00977924],[0.00148995],[0.00037906]
[0.00948872],[0.00226738],[0.96979757],[0.08730052],[0.0014398],[0.00640868],[0.01070608],[0.00104326],[0.05599839],[0.00094937]
[2.27485781e-05],[0.89872467],[0.01103061],[0.15583446],[0.00149084],[0.01212746],[0.00879219],[0.07821476],[0.02066978],[0.10156426]
[5.7984634e-05],[0.128048],[0.00442438],[0.02261466],[0.7219849],[0.01944],[0.05816051],[0.00185901],[0.00911184],[0.13512176]
[0.01438104],[0.00272077],[9.34315448e-05],[0.19533659],[0.00585124],[0.9687946],[0.00231362],[0.0054196],[0.02769831],[0.0185118]
[0.11723856],[0.0050303],[0.00727657],[0.00458457],[0.0018351],[0.84709631],[0.00161811],[0.00293533],[0.0801507],[0.00162038]
